doc_rank	rank	affiliation	firstname	initials	lastname
9	40	"Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA, USA. patrick_ott@dfci.harvard.edu.
Harvard Medical School, Boston, MA, USA. patrick_ott@dfci.harvard.edu.
Broad Institute of MIT and Harvard, Cambridge, MA, USA. patrick_ott@dfci.harvard.edu.
Department of Medicine, Brigham and Women's Hospital, Boston, MA, USA. patrick_ott@dfci.harvard.edu."	Patrick A	PA	Ott
10	0	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA, USA.	Eryn	E	Blass
10	1	"Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA, USA. patrick_ott@dfci.harvard.edu.
Department of Medicine, Brigham and Women's Hospital, Boston, MA, USA. patrick_ott@dfci.harvard.edu.
Harvard Medical School, Boston, MA, USA. patrick_ott@dfci.harvard.edu.
Broad Institute of MIT and Harvard, Cambridge, MA, USA. patrick_ott@dfci.harvard.edu."	Patrick A	PA	Ott
11	0	Division of Renal Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA. Electronic address: nmurakami1@bwh.harvard.edu.	Naoka	N	Murakami
11	1	Department of Dermatology, Brigham and Women's Hospital, Boston, Massachusetts, USA.	Patrick	P	Mulvaney
11	2	Department of Dermatology, Brigham and Women's Hospital, Boston, Massachusetts, USA.	Melissa	M	Danesh
11	3	Section of Nephrology, The University of Texas MD Anderson Cancer Center, Houston, Texas, USA.	Ala	A	Abudayyeh
11	4	Department of Melanoma Oncology, The University of Texas MD Anderson Cancer Center, Houston, Texas, USA.	Adi	A	Diab
11	5	Department of Melanoma Oncology, The University of Texas MD Anderson Cancer Center, Houston, Texas, USA; Department of General Internal Medicine, Section of Rheumatology and Clinical Immunology, The University of Texas MD Anderson Cancer Center, Houston, Texas, USA; Department of Rheumatology and Rehabilitation, Faculty of Medicine, Assiut University Hospitals, Assiut, Egypt.	Noha	N	Abdel-Wahab
11	6	Institute for Academic Medicine and Weill Cornell Medical College, Houston Methodist Cancer Center, Houston, Texas, USA.	Maen	M	Abdelrahim
11	7	Division of Nephrology, Columbia University Medical Center, New York, New York, USA.	Pascale	P	Khairallah
11	8	Division of Nephrology, Columbia University Medical Center, New York, New York, USA.	Shayan	S	Shirazian
11	9	Division of Nephrology and Hypertension, Mayo Clinic, Rochester, Minnesota, USA.	Aleksandra	A	Kukla
11	10	Division of Nephrology and Hypertension, Mayo Clinic, Rochester, Minnesota, USA.	Itunu O	IO	Owoyemi
11	11	Division of Nephrology, Washington University in St. Louis, St. Louis, Missouri, USA.	Tarek	T	Alhamad
11	12	Division of Nephrology, Washington University in St. Louis, St. Louis, Missouri, USA.	Samir	S	Husami
11	13	Division of Nephrology, Recanati Millar Transplant Institute, Icahn School of Medicine at Mount Sinai, New York, New York, USA.	Madhav	M	Menon
11	14	Division of Nephrology, Recanati Millar Transplant Institute, Icahn School of Medicine at Mount Sinai, New York, New York, USA.	Andrew	A	Santeusanio
11	15	Divison of Nephrology, University of Washington, Seattle, Washington, USA.	Christopher D	CD	Blosser
11	16	Divison of Nephrology, University of Washington, Seattle, Washington, USA.	Sandra Carias	SC	Zuniga
11	17	Nephrology Department, Vall d'Hebron Hospital Universitari, Barcelona, Spain.	Maria Jose	MJ	Soler
11	18	Nephrology Department, Vall d'Hebron Hospital Universitari, Barcelona, Spain.	Francesc	F	Moreso
11	19	Division of Nephrology and Hypertension, University of Miami Miller School of Medicine, Miami, Florida, USA.	Zain	Z	Mithani
11	20	Division of Nephrology, Duke University Medical Center, Durham, North Carolina, USA.	David	D	Ortiz-Melo
11	21	Renal Service, Memorial Sloan Kettering Cancer Center and Weil Cornell Medical College, New York, New York, USA.	Edgar A	EA	Jaimes
11	22	Renal Service, Memorial Sloan Kettering Cancer Center and Weil Cornell Medical College, New York, New York, USA.	Victoria	V	Gutgarts
11	23	Division of Nephrology, David Geffen School of Medicine at University of California Los Angeles, Los Angeles, California, USA.	Erik	E	Lum
11	24	Division of Nephrology, David Geffen School of Medicine at University of California Los Angeles, Los Angeles, California, USA.	Gabriel M	GM	Danovitch
11	25	Division of Nephrology, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, Massachusetts, USA.	Francesca	F	Cardarelli
11	26	Division of Hematology and Oncology, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, Massachusetts, USA.	Reed E	RE	Drews
11	27	Division of Nephrology and Hypertension, University of South Florida, Tampa, Florida; Renal Service, H. Lee Moffitt Cancer Center, Tampa, Florida, USA.	Claude	C	Bassil
11	28	Division of Nephrology and Hypertension, University of South Florida, Tampa, Florida; Renal Service, H. Lee Moffitt Cancer Center, Tampa, Florida, USA.	Jennifer L	JL	Swank
11	29	Division of Nephrology, University of Nebraska Medical Center, Omaha, Nebraska, USA.	Scott	S	Westphal
11	30	Division of Nephrology, University of Nebraska Medical Center, Omaha, Nebraska, USA.	Roslyn B	RB	Mannon
11	31	Department of Hematology-Oncology, Dartmouth-Hitchcock Medical Center, Lebanon, New Hampshire, USA.	Keisuke	K	Shirai
11	32	Division of Nephrology, University Health Network, University of Toronto, Ontario, Canada.	Abhijat	A	Kitchlu
11	33	Division of Nephrology, The University of Alabama at Birmingham, Birmingham, Alabama, USA.	Song	S	Ong
11	34	Division of Nephrology, The University of Alabama at Birmingham, Birmingham, Alabama, USA.	Shana M	SM	Machado
11	35	Division of Renal Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA.	Suraj S	SS	Mothi
11	36	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA.	Patrick A	PA	Ott
11	37	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA.	Osama	O	Rahma
11	38	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA.	F Stephen	FS	Hodi
11	39	Division of Nephrology, Massachusetts General Hospital, Boston, Massachusetts, USA.	Meghan E	ME	Sise
11	40	Division of Renal Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA.	Shruti	S	Gupta
11	41	Division of Renal Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA.	David E	DE	Leaf
11	42	Division of Medical Oncology and Hematology, Northwell Health Cancer Institute, Donald and Barbara Zucker School of Medicine at Hofstra/Northwell, Lake Success, New York, USA.	Craig E	CE	Devoe
11	43	Division of Kidney Disease and Hypertension, Donald and Barbara Zucker School of Medicine at Hofstra/Northwell, Hempstead, New York, USA.	Rimda	R	Wanchoo
11	44	Division of Kidney Disease and Hypertension, Donald and Barbara Zucker School of Medicine at Hofstra/Northwell, Hempstead, New York, USA.	Vinay V	VV	Nair
11	45	Department of Dermatology, Brigham and Women's Hospital, Boston, Massachusetts, USA.	Chrysalyne D	CD	Schmults
11	46	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA.	Glenn J	GJ	Hanna
11	47	Laboratory of Molecular Immunology, Department of Microbiology, Immunology and Transplantation, Rega Institute for Medical Research, KU Leuven, Belgium; Department of Nephrology, University Hospitals Leuven, Leuven, Belgium.	Ben	B	Sprangers
11	48	Division of Renal Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA; Division of Nephrology, Massachusetts General Hospital, Boston, Massachusetts, USA; Center for Transplantation Sciences, Department of Surgery, Massachusetts General Hospital, Boston, Massachusetts, USA.	Leonardo V	LV	Riella
11	49	Division of Kidney Disease and Hypertension, Donald and Barbara Zucker School of Medicine at Hofstra/Northwell, Hempstead, New York, USA. Electronic address: Kjhaveri@northwell.edu.	Kenar D	KD	Jhaveri
11	50				
12	0	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Asaf	A	Poran
12	1	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Julian	J	Scherer
12	2	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Meghan E	ME	Bushway
12	3	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Rana	R	Besada
12	4	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Kristen N	KN	Balogh
12	5	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Amy	A	Wanamaker
12	6	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Reid G	RG	Williams
12	7	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Jasmina	J	Prabhakara
12	8	Dana Farber Cancer Institute, Brigham and Women's Hospital, and Harvard Medical School, Boston, MA, USA.	Patrick A	PA	Ott
12	9	Department of Medicine, University of California Los Angeles, Los Angeles, CA, USA.	Siwen	S	Hu-Lieskovan
12	10	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Zakaria S	ZS	Khondker
12	11	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Richard B	RB	Gaynor
12	12	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Michael S	MS	Rooney
12	13	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Lakshmi	L	Srinivasan
13	0	Dana Farber Cancer Institute, Brigham and Women's Hospital, and Harvard Medical School, Boston, MA, USA. Electronic address: patrick_ott@dfci.harvard.edu.	Patrick A	PA	Ott
13	1	Department of Medicine, University of California, Los Angeles, Los Angeles, CA, USA.	Siwen	S	Hu-Lieskovan
13	2	Department of Medicine, University of California, Los Angeles, Los Angeles, CA, USA.	Bartosz	B	Chmielowski
13	3	Washington University School of Medicine, St. Louis, MO, USA.	Ramaswamy	R	Govindan
13	4	Department of Investigational Cancer Therapeutics, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.	Aung	A	Naing
13	5	Tisch Cancer Institute, Icahn School of Medicine, New York, NY, USA.	Nina	N	Bhardwaj
13	6	Department of Medical Oncology and Therapeutics Research, City of Hope National Medical Center, Duarte, CA, USA.	Kim	K	Margolin
13	7	Dana Farber Cancer Institute, Brigham and Women's Hospital, and Harvard Medical School, Boston, MA, USA.	Mark M	MM	Awad
13	8	Memorial Sloan Kettering Cancer Center, New York, NY, USA.	Matthew D	MD	Hellmann
13	9	Cancer Center, Massachusetts General Hospital, and Harvard Medical School, Boston, MA, USA.	Jessica J	JJ	Lin
13	10	Department of Medicine, Division of Hematology and Oncology, University of California, San Francisco, San Francisco, CA, USA.	Terence	T	Friedlander
13	11	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Meghan E	ME	Bushway
13	12	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Kristen N	KN	Balogh
13	13	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Tracey E	TE	Sciuto
13	14	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Victoria	V	Kohler
13	15	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Samantha J	SJ	Turnbull
13	16	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Rana	R	Besada
13	17	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Riley R	RR	Curran
13	18	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Benjamin	B	Trapp
13	19	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Julian	J	Scherer
13	20	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Asaf	A	Poran
13	21	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Dewi	D	Harjanto
13	22	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Dominik	D	Barthelme
13	23	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Ying Sonia	YS	Ting
13	24	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Jesse Z	JZ	Dong
13	25	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Yvonne	Y	Ware
13	26	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Yuting	Y	Huang
13	27	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Zhengping	Z	Huang
13	28	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Amy	A	Wanamaker
13	29	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Lisa D	LD	Cleary
13	30	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Melissa A	MA	Moles
13	31	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Kelledy	K	Manson
13	32	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Joel	J	Greshock
13	33	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Zakaria S	ZS	Khondker
13	34	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Ed	E	Fritsch
13	35	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Michael S	MS	Rooney
13	36	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Mark	M	DeMario
13	37	Neon Therapeutics/BioNTech US, Cambridge, MA, USA.	Richard B	RB	Gaynor
13	38	Neon Therapeutics/BioNTech US, Cambridge, MA, USA. Electronic address: lakshmi.srinivasan@biontech.us.	Lakshmi	L	Srinivasan
14	0	University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania.	Jason J	JJ	Luke
14	1	University of Chicago Medicine, Chicago, Illinois.	Benjamin E	BE	Onderdonk
14	2	Cancer Care Group PC, Indianapolis, Indiana.	Sandeep R	SR	Bhave
14	3	University of Chicago Medicine, Chicago, Illinois.	Theodore	T	Karrison
14	4	Radiation Oncology Associates, Dover, New Hampshire.	Jeffrey M	JM	Lemons
14	5	University of Chicago Medicine, Chicago, Illinois.	Paul	P	Chang
14	6	University of Chicago Medicine, Chicago, Illinois.	Yuanyuan	Y	Zha
14	7	University of Chicago Medicine, Chicago, Illinois.	Tim	T	Carll
14	8	University of Chicago Medicine, Chicago, Illinois.	Thomas	T	Krausz
14	9	University of Chicago Medicine, Chicago, Illinois.	Lei	L	Huang
14	10	University of Chicago Medicine, Chicago, Illinois.	Carlos	C	Martinez
14	11	University of Chicago Medicine, Chicago, Illinois.	Linda A	LA	Janisch
14	12	University of Chicago Medicine, Chicago, Illinois.	Robyn D	RD	Hseu
14	13	University of Chicago Medicine, Chicago, Illinois.	John W	JW	Moroney
14	14	Northwestern Medicine, Chicago, Illinois.	Jyoti D	JD	Patel
14	15	University of Chicago Medicine, Chicago, Illinois.	Nikolai N	NN	Khodarev
14	16	Duke Health, Durham, North Carolina.	Joseph K	JK	Salama
14	17	Dana-Farber Cancer Institute, Boston, Massachusetts.	Patrick A	PA	Ott
14	18	University of Chicago Medicine, Chicago, Illinois.	Gini F	GF	Fleming
14	19	University of Chicago Medicine, Chicago, Illinois.	Thomas F	TF	Gajewski
14	20	University of Chicago Medicine, Chicago, Illinois.	Ralph R	RR	Weichselbaum
14	21	University of Chicago Medicine, Chicago, Illinois.	Sean P	SP	Pitroda
14	22	University of Chicago Medicine, Chicago, Illinois. schmura@radonc.uchicago.edu.	Steven J	SJ	Chmura
15	0	"Harvard Medical School, Boston, Massachusetts.
Division of Gastroenterology, Department of Medicine, Brigham and Women's Hospital, Boston, Massachusetts."	Shilpa	S	Grover
15	1	"Harvard Medical School, Boston, Massachusetts.
Division of Gastroenterology, Department of Medicine, Massachusetts General Hospital, Boston, Massachusetts."	Michael	M	Dougan
15	2	"Harvard Medical School, Boston, Massachusetts.
Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts."	Kevin	K	Tyan
15	3	Division of Biostatistics, Department of Data Sciences, Dana-Farber Cancer Institute, Boston, Massachusetts.	Anita	A	Giobbie-Hurder
15	4	"Harvard Medical School, Boston, Massachusetts.
Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts.
Broad Institute at MIT and Harvard, Cambridge, Massachusetts.
Massachusetts General Hospital Cancer Center, Boston, Massachusetts."	Steven M	SM	Blum
15	5	Departments of Medicine and Pathology, Yale University School of Medicine, New Haven, Connecticut.	Jeffrey	J	Ishizuka
15	6	"Division of Gastroenterology, Department of Medicine, Brigham and Women's Hospital, Boston, Massachusetts.
Digestive Disease & Surgery Institute, Cleveland Clinic, Cleveland, Ohio."	Taha	T	Qazi
15	7	Hartford HealthCare Cancer Institute, Hartford, Connecticut.	Rawad	R	Elias
15	8	Harvard Medical School, Boston, Massachusetts.	Kruti B	KB	Vora
15	9	Harvard Medical School, Boston, Massachusetts.	Alex B	AB	Ruan
15	10	"Harvard Medical School, Boston, Massachusetts.
Department of Medicine, Brigham and Women's Hospital, Boston, Massachusetts."	William	W	Martin-Doyle
15	11	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts.	Michael	M	Manos
15	12	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts.	Lauren	L	Eastman
15	13	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts.	Meredith	M	Davis
15	14	Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts.	Maria	M	Gargano
15	15	"Harvard Medical School, Boston, Massachusetts.
Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts."	Rizwan	R	Haq
15	16	"Harvard Medical School, Boston, Massachusetts.
Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts.
Department of Medicine, Brigham and Women's Hospital, Boston, Massachusetts."	Elizabeth I	EI	Buchbinder
15	17	Massachusetts General Hospital Cancer Center, Boston, Massachusetts.	Ryan J	RJ	Sullivan
15	18	"Harvard Medical School, Boston, Massachusetts.
Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts.
Broad Institute at MIT and Harvard, Cambridge, Massachusetts.
Department of Medicine, Brigham and Women's Hospital, Boston, Massachusetts."	Patrick A	PA	Ott
15	19	"Harvard Medical School, Boston, Massachusetts.
Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts."	F Stephen	FS	Hodi
15	20	"Harvard Medical School, Boston, Massachusetts.
Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts."	Osama E	OE	Rahma
16	0	"Division of Gastroenterology, Department of Medicine, Brigham and Women's Hospital, Boston, MA.
Harvard Medical School, Boston, MA."	Shilpa	S	Grover
16	1	"Division of Gastroenterology, Department of Medicine, Brigham and Women's Hospital, Boston, MA.
Harvard Medical School, Boston, MA."	Alex B	AB	Ruan
16	2	Division of Gastroenterology, Department of Medicine, Brigham and Women's Hospital, Boston, MA.	Padmavathi	P	Srivoleti
16	3	Division of Biostatistics, Department of Data Sciences, Dana-Farber Cancer Institute, Boston, MA.	Anita	A	Giobbie-Hurder
16	4	"Harvard Medical School, Boston, MA.
Department of Radiology, Brigham and Women's Hospital, Boston, MA."	Marta	M	Braschi-Amirfarzan
